"Date","JulianDate","Latitude","Longitude","I_Index","J_Index","K_Index","Number_Layers","Sigma_Layer_Thickness","TP","Sample_Depth","Water_Depth","Modeled_TP"
2018-05-22,1526947200,43.59,-78.01167,146,85,1,10,18.4184,5.6,2,184.184,4.85481405121391
2018-05-22,1526947200,43.59,-78.01167,146,85,1,10,18.4184,5.4,2,184.184,4.85481405121391
2018-05-22,1526947200,43.59,-78.01167,146,85,5,10,18.4184,5,90.8,184.184,4.83166013509617
2018-05-22,1526947200,43.59,-78.01167,146,85,10,10,18.4184,4.8,179.8,184.184,4.83079793411889
2018-08-16,1534377600,43.59028,-78.01278,146,85,1,10,18.4184,5.1,1,184.184,4.1026914914255
2018-08-16,1534377600,43.59028,-78.01278,146,85,1,10,18.4184,6,8.5,184.184,4.1026914914255
2018-08-16,1534377600,43.59028,-78.01278,146,85,2,10,18.4184,7.9,20,184.184,5.10883774040849
2018-08-16,1534377600,43.59028,-78.01278,146,85,2,10,18.4184,5.6,33,184.184,5.10883774040849
2018-08-16,1534377600,43.59028,-78.01278,146,85,10,10,18.4184,4.6,172,184.184,5.21578795087407
2018-08-16,1534377600,43.59028,-78.01278,146,85,10,10,18.4184,4.1,180,184.184,5.21578795087407
2018-08-14,1534204800,43.62306,-79.45333,56,105,1,10,1.5142,8.1,1,15.142,7.23865559848491
2018-08-14,1534204800,43.62306,-79.45333,56,105,7,10,1.5142,10.6,10,15.142,8.162239282683
2018-08-14,1534204800,43.62306,-79.45333,56,105,9,10,1.5142,10.3,12.5,15.142,8.48059607960749
2018-08-16,1534377600,43.55056,-76.52361,231,85,1,10,11.5209,6.7,1,115.209,4.34712228525314
2018-08-14,1534204800,43.63194,-79.37917,61,104,1,8,1.003875,16.3,1,8.031,6.59264878777321
2018-08-14,1534204800,43.63806,-79.36,62,104,2,8,0.98725,26.1,1,7.898,6.4117111833184
2018-08-14,1534204800,43.63806,-79.36,62,104,8,8,0.98725,21.7,7,7.898,8.43781072035199
2018-05-24,1527120000,43.60028,-77.43972,179,89,1,10,15.2877,6.5,2,152.877,4.2043157009175
2018-05-24,1527120000,43.60028,-77.43972,179,89,5,10,15.2877,5.8,74.3,152.877,4.20727792516118
2018-05-24,1527120000,43.60028,-77.43972,179,89,10,10,15.2877,4.9,146.6,152.877,4.21328195443493
2018-05-23,1527033600,43.60028,-76.70972,222,89,1,10,19.6068,6.4,2,196.068,4.71761450171471
2018-05-23,1527033600,43.60028,-76.70972,222,89,1,10,19.6068,5.9,2,196.068,4.71761450171471
2018-05-23,1527033600,43.60028,-76.70972,222,89,5,10,19.6068,8.5,95.5,196.068,4.6984232540126
2018-05-23,1527033600,43.60028,-76.70972,222,89,10,10,19.6068,4.8,189.3,196.068,4.66383016828331
2018-08-14,1534204800,43.66806,-79.26667,69,104,1,10,1.0692,6.5,1,10.692,5.9274193517922
2018-05-23,1527033600,43.63583,-76.96944,209,93,1,10,14.9854,6.2,2,149.854,3.59145769834868
2018-05-23,1527033600,43.63583,-76.96944,209,93,6,10,14.9854,5.4,76.4,149.854,3.48301773556159
2018-05-23,1527033600,43.63583,-76.96944,209,93,10,10,14.9854,4.3,150.7,149.854,3.5984185160487
2018-05-21,1526860800,43.68639,-78.82722,98,97,1,10,10.6437,5.6,2,106.437,3.83219185096095
2018-05-21,1526860800,43.68639,-78.82722,98,97,5,10,10.6437,4.8,50.7,106.437,4.57289161204244
2018-05-21,1526860800,43.68639,-78.82722,98,97,10,10,10.6437,4.9,99.3,106.437,5.00550868309801
2018-08-14,1534204800,43.70278,-78.95722,90,101,1,10,9.54,6.3,1,95.4,5.42740463060909
2018-08-15,1534291200,43.71639,-78.02639,145,94,1,10,13.1193,4.2,1,131.193,3.57779163095984
2018-08-15,1534291200,43.71639,-78.02639,145,94,1,10,13.1193,5.1,9,131.193,3.57779163095984
2018-08-15,1534291200,43.71639,-78.02639,145,94,2,10,13.1193,6,16,131.193,3.98581369154272
2018-08-15,1534291200,43.71639,-78.02639,145,94,3,10,13.1193,5.6,31,131.193,4.15469912695698
2018-08-15,1534291200,43.71639,-78.02639,145,94,9,10,13.1193,3.2,118,131.193,4.19429670728277
2018-08-15,1534291200,43.71639,-78.02639,145,94,10,10,13.1193,3,126,131.193,4.19717389377183
2018-05-22,1526947200,43.71667,-78.02611,145,94,1,10,13.1193,4.7,2,131.193,3.89660272048786
2018-05-22,1526947200,43.71667,-78.02611,145,94,5,10,13.1193,4.7,64,131.193,4.2956021388818
2018-05-22,1526947200,43.71667,-78.02611,145,94,10,10,13.1193,4.2,126,131.193,4.4780463213101
2018-08-14,1534204800,43.74889,-79.08306,83,106,1,10,3.8696,5.8,1,38.696,5.7461556934868
2018-08-14,1534204800,43.74889,-79.08306,83,106,3,10,3.8696,6,8.5,38.696,5.88675402468652
2018-08-14,1534204800,43.74889,-79.08306,83,106,5,10,3.8696,6.8,17,38.696,5.87010981689673
2018-08-14,1534204800,43.74889,-79.08306,83,106,9,10,3.8696,3.2,33,38.696,6.02730051468825
2018-08-14,1534204800,43.74889,-79.08306,83,106,10,10,3.8696,3.3,36,38.696,6.0496136029542
2018-08-14,1534204800,43.74889,-79.08306,83,106,10,10,3.8696,3.3,44,38.696,6.0496136029542
2018-08-14,1534204800,43.77417,-78.85472,98,103,1,10,6.2993,5.3,1,62.993,4.90945785713848
2018-08-14,1534204800,43.77417,-78.85472,98,103,1,10,6.2993,5.4,1,62.993,4.90945785713848
2018-05-21,1526860800,43.77639,-78.86028,97,103,1,10,6.2233,6.2,2,62.233,5.97378220845712
2018-05-21,1526860800,43.77639,-78.86028,97,103,5,10,6.2233,4.4,30,62.233,6.51606251267367
2018-05-21,1526860800,43.77639,-78.86028,97,103,10,10,6.2233,4,59.7,62.233,6.64977824271773
2018-05-23,1527033600,43.73167,-77.01667,207,100,1,10,8.9568,9.5,2,89.568,3.32916624756763
2018-05-23,1527033600,43.73167,-77.01667,207,100,5,10,8.9568,4,43.2,89.568,3.55285692421603
2018-05-23,1527033600,43.73167,-77.01667,207,100,10,10,8.9568,4.3,84.3,89.568,3.89442084269831
2018-08-15,1534291200,43.73167,-77.01583,207,100,1,10,8.9568,4.8,1,89.568,3.49152469425462
2018-08-14,1534204800,43.78222,-78.43861,123,101,1,10,7.422,5.2,1,74.22,3.82453617930878
2018-08-15,1534291200,43.77139,-77.43806,177,101,1,10,5.1167,4.6,1,51.167,3.34727724293771
2018-05-24,1527120000,43.77139,-77.4375,177,101,1,10,5.1167,6.1,2,51.167,3.30317584484874
2018-05-24,1527120000,43.77139,-77.4375,177,101,1,10,5.1167,6.1,2,51.167,3.30317584484874
2018-05-24,1527120000,43.77139,-77.4375,177,101,5,10,5.1167,4.7,23.7,51.167,3.45986290994915
2018-05-24,1527120000,43.77139,-77.4375,177,101,9,10,5.1167,4.4,45.4,51.167,3.84456325264182
2018-08-16,1534377600,43.74972,-76.51889,233,98,1,10,6.3904,5.4,1,63.904,4.21794857174973
2018-08-16,1534377600,43.74972,-76.51889,233,98,2,10,6.3904,7,11,63.904,4.54243945569033
2018-08-16,1534377600,43.74972,-76.51889,233,98,3,10,6.3904,14.8,19,63.904,4.70286522613605
2018-08-16,1534377600,43.74972,-76.51889,233,98,5,10,6.3904,6.3,30,63.904,4.85892678625532
2018-08-16,1534377600,43.74972,-76.51889,233,98,9,10,6.3904,4.3,57,63.904,5.06503101860289
2018-08-16,1534377600,43.74972,-76.51889,233,98,10,10,6.3904,3.6,65,63.904,5.18483784617274
2018-05-21,1526860800,43.81944,-78.87361,97,106,1,10,3.1493,7.9,2,31.493,6.74784132570494
2018-05-21,1526860800,43.81944,-78.87361,97,106,9,10,3.1493,5.2,27,31.493,6.44550664219423
2018-08-14,1534204800,43.82944,-78.87056,98,107,1,10,1.9091,8.4,1,19.091,4.91455875817337
2018-08-15,1534291200,43.78639,-77.15694,197,104,1,10,4.659,5.1,1,46.59,3.58565057467786
2018-08-15,1534291200,43.78639,-77.15694,197,104,2,10,4.659,5.4,9,46.59,3.71467558579752
2018-08-15,1534291200,43.78639,-77.15694,197,104,4,10,4.659,6.4,15,46.59,3.88760827263468
2018-08-15,1534291200,43.78639,-77.15694,197,104,5,10,4.659,14.9,22,46.59,3.98196152673336
2018-08-15,1534291200,43.78639,-77.15694,197,104,9,10,4.659,3.7,41,46.59,4.25786174673703
2018-08-15,1534291200,43.78639,-77.15694,197,104,10,10,4.659,3.1,49,46.59,4.32128445027047
2018-08-14,1534204800,43.83,-78.66222,110,105,1,10,3.9755,5.6,1,39.755,4.46451849711593
2018-08-15,1534291200,43.82,-77.78222,157,102,1,10,7.1424,4.5,1,71.424,3.21829747917945
2018-05-22,1526947200,43.83972,-78.03667,144,102,1,10,6.6857,5.7,2,66.857,3.77744504476141
2018-05-22,1526947200,43.83972,-78.03667,144,102,5,10,6.6857,4.4,33.2,66.857,4.25556982008857
2018-05-22,1526947200,43.83972,-78.03667,144,102,10,10,6.6857,3.9,64.3,66.857,4.82805853607715
2018-08-15,1534291200,43.84028,-78.03639,144,102,1,10,6.6857,4.4,1,66.857,3.50036816598731
2018-05-23,1527033600,43.82806,-76.99306,209,107,1,10,4.3503,8.3,2,43.503,3.53142991116329
2018-05-23,1527033600,43.82806,-76.99306,209,107,6,10,4.3503,5.6,23.7,43.503,3.63464710062544
2018-05-23,1527033600,43.82806,-76.99306,209,107,10,10,4.3503,4.5,45.3,43.503,3.93932259612484
2018-08-14,1534204800,43.88694,-78.46,123,107,1,10,2.1421,4.4,1,21.421,4.31836497227778
2018-08-14,1534204800,43.88694,-78.46,123,107,5,10,2.1421,6.1,10,21.421,4.33301374869188
2018-08-14,1534204800,43.88694,-78.46,123,107,8,10,2.1421,6.2,16,21.421,4.09950371249579
2018-05-24,1527120000,43.88194,-77.4375,176,109,1,10,3.1785,5.2,2,31.785,3.89792239730014
2018-05-24,1527120000,43.88194,-77.4375,176,109,10,10,3.1785,4.6,34,31.785,4.63989636045881
2018-08-15,1534291200,43.84361,-76.35389,242,103,1,10,3.3095,7.1,1,33.095,4.60189403383993
2018-08-14,1534204800,43.91972,-78.30639,131,107,1,10,2.3498,4.5,1,23.498,3.91201410820941
2018-08-14,1534204800,43.91972,-78.30639,131,107,1,10,2.3498,4.7,1,23.498,3.91201410820941
2018-08-15,1534291200,43.88667,-76.7325,223,108,1,10,3.4369,5.2,1,34.369,4.49753360953764
2018-08-14,1534204800,43.95028,-78.04944,143,108,1,8,1.033,5.2,1,8.264,3.61123056791257
2018-05-22,1526947200,43.95111,-78.04833,143,108,2,8,1.033,6.1,2,8.264,4.83622307001497
2018-05-22,1526947200,43.95111,-78.04833,143,108,8,8,1.033,5.7,7.9,8.264,5.14357634529006
2018-05-22,1526947200,43.95111,-78.04833,143,108,8,8,1.033,6.3,13.7,8.264,5.14357634529006
2018-08-15,1534291200,43.95139,-77.58694,166,112,1,10,1.7575,5,1,17.575,9.41314192459686
2018-08-15,1534291200,43.95139,-77.58694,166,112,1,10,1.7575,4.9,1,17.575,9.41314192459686
2018-08-15,1534291200,43.93472,-76.23167,249,108,1,10,2.0493,7.4,1,20.493,4.18898525822442
2018-08-15,1534291200,43.93472,-76.23167,249,108,1,10,2.0493,6.1,1,20.493,4.18898525822442
2018-08-15,1534291200,43.93472,-76.23167,249,108,2,10,2.0493,8.2,3.5,20.493,4.19013122154865
2018-08-15,1534291200,43.93472,-76.23167,249,108,7,10,2.0493,2.6,14,20.493,4.70588474854594
2018-08-15,1534291200,43.93472,-76.23167,249,108,10,10,2.0493,2.2,20,20.493,5.54632788407616
2018-08-15,1534291200,43.95722,-76.40722,241,110,1,10,2.3917,5.1,1,23.917,4.72613191959681
2018-08-15,1534291200,44.01694,-76.67056,228,117,1,10,3.5354,5.9,1,35.354,4.38563392890501
2018-08-15,1534291200,44.01694,-76.67056,228,117,1,10,3.5354,6.2,1,35.354,4.38563392890501
2018-08-15,1534291200,44.01694,-76.67056,228,117,3,10,3.5354,5.4,8.5,35.354,4.44101215180126
2018-08-15,1534291200,44.01694,-76.67056,228,117,6,10,3.5354,5.8,18,35.354,4.26199267167249
2018-08-15,1534291200,44.01694,-76.67056,228,117,9,10,3.5354,3.1,31,35.354,3.87821637559682
2018-08-15,1534291200,44.01694,-76.67056,228,117,10,10,3.5354,3,33,35.354,3.77692799702345
2018-08-15,1534291200,44.06556,-76.81111,221,122,1,10,2.3466,4.9,1,23.466,4.65048833575565
2018-08-15,1534291200,44.07556,-76.52056,236,120,1,10,1.8642,15.2,1,18.642,4.2563565330056
2018-08-15,1534291200,44.13639,-76.82361,221,127,1,10,3.2977,5,1,32.977,4.3884256228921
2018-08-15,1534291200,44.13639,-76.82361,221,127,3,10,3.2977,6.2,9,32.977,4.82960194858606
2018-08-15,1534291200,44.13639,-76.82361,221,127,5,10,3.2977,5.4,14,32.977,5.01038994116243
2018-08-15,1534291200,44.13639,-76.82361,221,127,7,10,3.2977,4.5,22,32.977,4.9732602747099
2018-08-15,1534291200,44.13639,-76.82361,221,127,10,10,3.2977,4.3,43,32.977,5.13386248712777
2018-07-25,1532476800,43.2247,-79.2719,52,67,2,10,1.1713,12.1,2,11.713,7.01641101841233
2018-07-25,1532476800,43.2247,-79.2719,52,67,10,10,1.1713,12.7,11.2,11.713,7.41938765713712
2018-07-25,1532476800,43.3036,-79.2781,55,77,2,10,8.4228,2.54,10,84.228,6.46283706373652
2018-07-25,1532476800,43.3036,-79.2781,55,77,4,10,8.4228,6.23,29,84.228,6.73961039865389
2018-07-25,1532476800,43.3036,-79.2781,55,77,10,10,8.4228,0.61,83,84.228,7.16276554157957
2018-05-24,1527120000,43.3,-77.44,181,38,2,10,3.538,4.65,6,35.38,6.74822649671114
2018-05-24,1527120000,43.3,-77.44,181,38,4,10,3.538,4.55,14.1,35.38,6.99820429872489
2018-05-24,1527120000,43.3,-77.44,181,38,10,10,3.538,3.23,32.7,35.38,7.5346988523961
2018-06-20,1529452800,43.3,-77.44,181,38,4,10,3.538,2.71,11,35.38,6.59588977214298
2018-06-20,1529452800,43.3,-77.44,181,38,10,10,3.538,6.42,32,35.38,7.27519636711804
2018-05-24,1527120000,43.328,-77.438,181,58,1,10,8.4878,6.69,6,84.878,5.97729422224802
2018-05-24,1527120000,43.328,-77.438,181,58,2,10,8.4878,3.65,13.3,84.878,6.25776692686486
2018-05-24,1527120000,43.328,-77.438,181,58,10,10,8.4878,2.23,87,84.878,6.41481074126204
2018-06-20,1529452800,43.328,-77.438,181,58,2,10,8.4878,2.62,11,84.878,6.23048345005373
2018-06-20,1529452800,43.328,-77.438,181,58,1,10,8.4878,4.88,1,84.878,5.99677332502324
2018-06-20,1529452800,43.328,-77.438,181,58,10,10,8.4878,3.66,85.1,84.878,6.47358547212207
2018-06-19,1529366400,43.3619,-78.7294,96,67,3,10,3.0324,8.84,9,30.324,7.18031378710293
2018-06-19,1529366400,43.3619,-78.7294,96,67,9,10,3.0324,8.56,27,30.324,7.13216104486492
2018-06-19,1529366400,43.3619,-78.7294,96,67,9,10,3.0324,8.73,27,30.324,7.13216104486492
2018-07-27,1532649600,43.3619,-78.7294,96,67,2,10,3.0324,12,6,30.324,6.87171268509701
2018-07-27,1532649600,43.3619,-78.7294,96,67,10,10,3.0324,15.1,27.6,30.324,7.5006873885286
2018-07-25,1532476800,43.3836,-79.2853,58,83,1,10,10.7756,3.26,6,107.756,6.03209582550335
2018-07-25,1532476800,43.3836,-79.2853,58,83,2,10,10.7756,0.61,20,107.756,6.4421792558278
2018-07-25,1532476800,43.3836,-79.2853,58,83,10,10,10.7756,2.8,103.5,107.756,7.42618431104347
2018-05-22,1526947200,43.3833,-77.9894,148,61,3,10,2.1032,2.44,5.1,21.032,7.22972117728204
2018-05-22,1526947200,43.3833,-77.9894,148,61,8,10,2.1032,3.62,16.2,21.032,7.32076341591892
2018-05-22,1526947200,43.3833,-77.9894,148,61,8,10,2.1032,1.63,16.2,21.032,7.32076341591892
2018-09-27,1538006400,43.3833,-77.9894,148,61,3,10,2.1032,6.02,6,21.032,6.40829557596589
2018-09-27,1538006400,43.3833,-77.9894,148,61,8,10,2.1032,5.1,15,21.032,6.49611865810584
2018-05-21,1526860800,43.4611,-78.7594,97,79,1,10,14.1192,7.54,6,141.192,6.23053847448318
2018-05-21,1526860800,43.4611,-78.7594,97,79,6,10,14.1192,5.96,75.3,141.192,6.60034356769756
2018-05-21,1526860800,43.4611,-78.7594,97,79,10,10,14.1192,5.47,133.5,141.192,6.37133371128584
2018-07-27,1532649600,43.4611,-78.7594,97,79,1,10,14.1192,42.6,5,141.192,5.32177045897697
2018-07-27,1532649600,43.4611,-78.7594,97,79,2,10,14.1192,20,22,141.192,5.63831690669758
2018-07-27,1532649600,43.4611,-78.7594,97,79,10,10,14.1192,66.7,134,141.192,5.51809807802783
2018-05-24,1527120000,43.4439,-77.4389,180,78,1,10,19.53,2.09,11,195.3,4.66750680061523
2018-05-24,1527120000,43.4439,-77.4389,180,78,5,10,19.53,1.4,95.5,195.3,5.01700833410723
2018-05-24,1527120000,43.4439,-77.4389,180,78,10,10,19.53,4.51,188.9,195.3,5.05056050315034
2018-06-20,1529452800,43.4439,-77.4389,180,78,1,10,19.53,4.57,4,195.3,3.81079507860704
2018-06-20,1529452800,43.4439,-77.4389,180,78,1,10,19.53,4.43,12,195.3,3.81079507860704
2018-06-20,1529452800,43.4439,-77.4389,180,78,10,10,19.53,0.61,188.4,195.3,4.00228736907593
2018-05-22,1526947200,43.4861,-78.0003,147,78,1,10,16.0868,4.76,11,160.868,6.18231251792167
2018-05-22,1526947200,43.4861,-78.0003,147,78,5,10,16.0868,2.41,76.5,160.868,6.40493226455874
2018-05-22,1526947200,43.4861,-78.0003,147,78,10,10,16.0868,2.55,151,160.868,6.42430813968531
2018-06-20,1529452800,43.4861,-78.0003,147,78,1,10,16.0868,2.28,4,160.868,5.37057076144265
2018-06-20,1529452800,43.4861,-78.0003,147,78,1,10,16.0868,3.44,14,160.868,5.37057076144265
2018-06-20,1529452800,43.4861,-78.0003,147,78,10,10,16.0868,0.61,151.6,160.868,6.17144814896164
2018-09-27,1538006400,43.4861,-78.0003,147,78,1,10,16.0868,5.84,8,160.868,5.26513122167671
2018-09-27,1538006400,43.4861,-78.0003,147,78,2,10,16.0868,7.21,24,160.868,5.43906389793847
2018-09-27,1538006400,43.4861,-78.0003,147,78,10,10,16.0868,5.94,150,160.868,5.83373730478343
2018-07-25,1532476800,43.5867,-79.395,58,101,2,10,6.0542,4.9,10,60.542,6.53968481856282
2018-07-25,1532476800,43.5867,-79.395,58,101,5,10,6.0542,1.61,30,60.542,7.02692386767012
2018-07-25,1532476800,43.5867,-79.395,58,101,10,10,6.0542,5.47,57.5,60.542,8.08168533694698
2018-05-21,1526860800,43.5964,-78.8144,97,90,1,10,13.8647,7.45,11,138.647,4.19812204199843
2018-05-21,1526860800,43.5964,-78.8144,97,90,5,10,13.8647,6.59,67.9,138.647,4.02586692871409
2018-05-21,1526860800,43.5964,-78.8144,97,90,10,10,13.8647,6.3,133.7,138.647,2.88149226435053
2018-06-19,1529366400,43.5964,-78.8144,97,90,1,10,13.8647,8.09,3.5,138.647,3.40967471856857
2018-06-19,1529366400,43.5964,-78.8144,97,90,2,10,13.8647,11.4,23,138.647,3.43086094289902
2018-06-19,1529366400,43.5964,-78.8144,97,90,10,10,13.8647,6.18,133.7,138.647,3.24504276250082
2018-07-26,1532563200,43.5964,-78.8144,97,90,1,10,13.8647,10.5,5,138.647,3.71115288544388
2018-07-26,1532563200,43.5964,-78.8144,97,90,2,10,13.8647,12.7,15,138.647,3.49623155670997
2018-07-26,1532563200,43.5964,-78.8144,97,90,10,10,13.8647,8.29,131.7,138.647,3.33787761519488
2018-09-25,1537833600,43.5964,-78.8144,97,90,1,10,13.8647,8.87,8.5,138.647,4.68651614937698
2018-09-25,1537833600,43.5964,-78.8144,97,90,2,10,13.8647,8.3,25,138.647,4.47965612693224
2018-09-25,1537833600,43.5964,-78.8144,97,90,10,10,13.8647,5.71,132.5,138.647,4.31096441388945
2018-05-23,1527033600,43.5415,-76.617667,226,85,1,10,17.9781,4.9,11,179.781,4.95692802360281
2018-05-23,1527033600,43.5415,-76.617667,226,85,5,10,17.9781,4.82,82,179.781,4.85433201902197
2018-05-23,1527033600,43.5415,-76.617667,226,85,9,10,17.9781,2.76,161.8,179.781,4.71141584057477
2018-06-21,1529539200,43.5415,-76.617667,226,85,1,10,17.9781,2.32,6,179.781,4.90537013320136
2018-06-21,1529539200,43.5415,-76.617667,226,85,1,10,17.9781,1.23,15,179.781,4.90537013320136
2018-06-21,1529539200,43.5415,-76.617667,226,85,10,10,17.9781,1.23,166.5,179.781,4.70741497338167
2018-09-24,1537747200,43.5415,-76.617667,226,85,1,10,17.9781,8.7,5.5,179.781,4.42807504441589
2018-09-24,1537747200,43.5415,-76.617667,226,85,1,10,17.9781,5.54,15,179.781,4.42807504441589
2018-09-24,1537747200,43.5415,-76.617667,226,85,10,10,17.9781,3.35,163.7,179.781,3.92047741115675
2018-05-22,1526947200,43.5903,-78.0117,146,85,1,10,18.4184,3.37,11.1,184.184,4.85481405121391
2018-05-22,1526947200,43.5903,-78.0117,146,85,5,10,18.4184,2.03,90.8,184.184,4.83166013509617
2018-05-22,1526947200,43.5903,-78.0117,146,85,10,10,18.4184,2.22,179.8,184.184,4.83079793411889
2018-06-20,1529452800,43.5903,-78.0117,146,85,1,10,18.4184,3.03,3.5,184.184,4.06646267947508
2018-06-20,1529452800,43.5903,-78.0117,146,85,1,10,18.4184,2.19,11.9,184.184,4.06646267947508
2018-06-20,1529452800,43.5903,-78.0117,146,85,10,10,18.4184,0.61,179.7,184.184,4.61543368146522
2018-09-27,1538006400,43.5903,-78.0117,146,85,1,10,18.4184,2.78,5,184.184,4.62265961687081
2018-09-27,1538006400,43.5903,-78.0117,146,85,1,10,18.4184,3.04,18,184.184,4.62265961687081
2018-09-27,1538006400,43.5903,-78.0117,146,85,10,10,18.4184,10,178,184.184,4.93517882205197
2018-07-25,1532476800,43.6231,-79.4528,56,105,3,10,1.5142,9.69,4,15.142,6.68950997351203
2018-07-25,1532476800,43.6231,-79.4528,56,105,10,10,1.5142,6.03,14,15.142,9.51811125560198
2018-05-24,1527120000,43.5972,-77.44,179,89,1,10,15.2877,2.6,11,152.877,4.2043157009175
2018-05-24,1527120000,43.5972,-77.44,179,89,5,10,15.2877,3.32,74.3,152.877,4.20727792516118
2018-05-24,1527120000,43.5972,-77.44,179,89,10,10,15.2877,4.26,146.6,152.877,4.21328195443493
2018-06-22,1529625600,43.5972,-77.44,179,89,1,10,15.2877,6.8,4,152.877,3.45718171956833
2018-06-22,1529625600,43.5972,-77.44,179,89,1,10,15.2877,6.52,15,152.877,3.45718171956833
2018-06-22,1529625600,43.5972,-77.44,179,89,10,10,15.2877,5.67,145.5,152.877,3.68650580639951
2018-05-23,1527033600,43.6053,-76.7147,222,89,1,10,19.6068,3.69,11,196.068,4.71761450171471
2018-05-23,1527033600,43.6053,-76.7147,222,89,5,10,19.6068,3.91,95.5,196.068,4.6984232540126
2018-05-23,1527033600,43.6053,-76.7147,222,89,10,10,19.6068,3.72,189.3,196.068,4.66383016828331
2018-06-21,1529539200,43.6053,-76.7147,222,89,1,10,19.6068,4.66,3.5,196.068,4.69889346277341
2018-06-21,1529539200,43.6053,-76.7147,222,89,1,10,19.6068,5.32,11.1,196.068,4.69889346277341
2018-06-21,1529539200,43.6053,-76.7147,222,89,10,10,19.6068,2.01,190.1,196.068,4.56195903097978
2018-09-24,1537747200,43.6053,-76.7147,222,89,1,10,19.6068,6.58,5.5,196.068,4.32730894317501
2018-09-24,1537747200,43.6053,-76.7147,222,89,3,10,19.6068,2.89,40,196.068,4.36984419138753
2018-09-24,1537747200,43.6053,-76.7147,222,89,10,10,19.6068,5.18,181.8,196.068,3.9955239117262
2018-05-22,1526947200,43.6356,-76.9694,209,93,1,10,14.9854,2.79,11,149.854,3.48678349837428
2018-05-22,1526947200,43.6356,-76.9694,209,93,6,10,14.9854,2.75,76.4,149.854,3.41322356689489
2018-05-22,1526947200,43.6356,-76.9694,209,93,10,10,14.9854,1.66,150.7,149.854,3.53178575096535
2018-06-20,1529452800,43.6356,-76.9694,209,93,1,10,14.9854,4.33,3.5,149.854,4.55294366474845
2018-06-20,1529452800,43.6356,-76.9694,209,93,1,10,14.9854,6.38,11.1,149.854,4.55294366474845
2018-06-20,1529452800,43.6356,-76.9694,209,93,10,10,14.9854,3.9,190.1,149.854,4.9686937018123
2018-09-24,1537747200,43.6356,-76.9694,209,93,1,10,14.9854,4,5.5,149.854,4.1852049434965
2018-09-24,1537747200,43.6356,-76.9694,209,93,2,10,14.9854,8.28,20,149.854,4.22687753598439
2018-09-24,1537747200,43.6356,-76.9694,209,93,10,10,14.9854,7.44,147,149.854,4.31080252383254
2018-05-21,1526860800,43.69,-78.83,98,97,2,10,10.6437,6.06,11,106.437,4.16461853092187
2018-05-21,1526860800,43.69,-78.83,98,97,5,10,10.6437,6.46,50.7,106.437,4.57289161204244
2018-05-21,1526860800,43.69,-78.83,98,97,10,10,10.6437,8.73,99.3,106.437,5.00550868309801
2018-06-19,1529366400,43.69,-78.83,98,97,1,10,10.6437,8,4.5,106.437,4.36533582615084
2018-06-19,1529366400,43.69,-78.83,98,97,3,10,10.6437,6.9,25,106.437,4.10885559176677
2018-06-19,1529366400,43.69,-78.83,98,97,10,10,10.6437,7.3,100.4,106.437,3.84071154257981
2018-07-26,1532563200,43.69,-78.83,98,97,1,10,10.6437,13.9,5,106.437,3.82665120923775
2018-07-26,1532563200,43.69,-78.83,98,97,2,10,10.6437,9.59,20,106.437,3.92722631659126
2018-07-26,1532563200,43.69,-78.83,98,97,10,10,10.6437,8.79,98.8,106.437,4.22015409640153
2018-05-22,1526947200,43.7167,-78.0269,145,94,1,10,13.1193,0.61,11,131.193,3.89660272048786
2018-05-22,1526947200,43.7167,-78.0269,145,94,5,10,13.1193,3.77,64,131.193,4.2956021388818
2018-05-22,1526947200,43.7167,-78.0269,145,94,10,10,13.1193,1.68,126,131.193,4.4780463213101
2018-06-20,1529452800,43.7167,-78.0269,145,94,1,10,13.1193,2.14,4.5,131.193,3.68597034139384
2018-06-20,1529452800,43.7167,-78.0269,145,94,2,10,13.1193,1.96,18,131.193,4.11896644436638
2018-06-20,1529452800,43.7167,-78.0269,145,94,10,10,13.1193,5.96,125.7,131.193,4.18258014178718
2018-09-27,1538006400,43.7167,-78.0269,145,94,1,10,13.1193,7.1,5,131.193,3.96308996641892
2018-09-27,1538006400,43.7167,-78.0269,145,94,2,10,13.1193,6.1,18,131.193,4.08181495004101
2018-09-27,1538006400,43.7167,-78.0269,145,94,10,10,13.1193,5.82,124.5,131.193,4.41745623902534
2018-05-21,1526860800,43.775,-78.8533,98,103,2,10,6.2993,7.31,11,62.993,6.0169149946887
2018-05-21,1526860800,43.775,-78.8533,98,103,5,10,6.2993,8.87,30,62.993,6.60318937661941
2018-05-21,1526860800,43.775,-78.8533,98,103,10,10,6.2993,7.16,59.7,62.993,7.45724764783517
2018-06-19,1529366400,43.775,-78.8533,98,103,1,10,6.2993,6.36,6,62.993,5.62030345463427
2018-06-19,1529366400,43.775,-78.8533,98,103,4,10,6.2993,6.1,23,62.993,5.81799395149574
2018-06-19,1529366400,43.775,-78.8533,98,103,10,10,6.2993,6.07,59.8,62.993,5.77269474888453
2018-07-26,1532563200,43.775,-78.8533,98,103,2,10,6.2993,10.1,7,62.993,4.66364372186945
2018-07-26,1532563200,43.775,-78.8533,98,103,4,10,6.2993,11.4,22,62.993,5.01344584336039
2018-07-26,1532563200,43.775,-78.8533,98,103,10,10,6.2993,8.56,59.6,62.993,5.71520240555401
